"RR#","Load#","Tm#","Sts","Pickup Date","Pickup Time","Delivery Date","Delivery Time","Dispatcher","Invoice Date","Docs Scanned","Invoice Audit","Revenue$","Purch Tr$","Target Buy","Max Buy","Net Mrg$","CM$","Nbr of Stops","Weight","Equipment","Cust Name","Cust Ref#","Spot Bid","Driver","Tot Miles","Fuel Surcharge","Origin","Destination","Vendor Dispatch",
"4021578","3010-0949-0925","   3010","ASSG","09/21/25","0600","09/21/25","2130","DISAAC","","!","17","     1,423.80","     1,715.00","          .00","       .00","      -291.20","       .00","    2","         1","V","USPS","81757868","CONTRACT","ALI STAR INC","  730","       .00","JERSEY CITY,NJ","GREENVILLE,SC","DISPATCH@ALISTARINCOH.COM",
"4021553","3010-0925-0925","   3010","ASSG","09/21/25","0615","09/21/25","1845","BBANUELOS","","!","17","       745.45","       850.00","          .00","       .00","      -104.55","       .00","    2","         1","V","USPS","81754066","CONTRACT","VANTAGE CARRIER LLC","  611","       .00","JERSEY CITY,NJ","DETROIT,MI","dispatch@vantagecarrier.com",
"4021580","3010-0951-0925","   3010","ASSG","09/21/25","0615","09/21/25","1915","BBANUELOS","","!","17","       730.40","       850.00","          .00","       .00","      -119.60","       .00","    2","         1","V","USPS","81757872","CONTRACT","VANTAGE CARRIER LLC","  642","       .00","JERSEY CITY,NJ","PONTIAC,MI","dispatch@vantagecarrier.com",
"4021547","3010-0920-0925","   3010","ASSG","09/21/25","0700","09/22/25","0400","YRODRIGUEZ","","!","17","     1,389.54","     1,700.00","          .00","       .00","      -310.46","       .00","    3","         2","V","USPS","81753596","CONTRACT","PARS TRANSPORTATION IN"," 1075","       .00","IRVING,TX","AVONDALE,AZ","dispatch@parstransportationinc.com",
"4038907","3010-0234-0925","   3010","","09/21/25","0700-0800","09/21/25","1634-1734","","","!","","     1,174.72","          .00","          .00","       .00","     1,174.72","       .00","    2","         1","V","USPS","84896050","","DRIVER NOT ASSIGNED","  339","       .00","FOREST PARK,IL","GROVEPORT,OH","",
"4021597","3060-0144-0925","   3060","ASSG","09/21/25","0800","09/21/25","1300","BBANUELOS","","!","17","       734.62","       800.00","          .00","       .00","       -65.38","       .00","    2","         1","V","USPS","81761103","CONTRACT","SMT TRANS LLC","  189","       .00","JERSEY CITY,NJ","SHREWSBURY,MA","SMTTRANS19@GMAIL.COM",
"4021509","3010-0886-0925","   3010","ASSG","09/21/25","0845","09/22/25","0000","BBANUELOS","","!","17","     1,550.00","     1,450.00","          .00","       .00","       100.00","       .00","    2","         1","V","USPS","81746859","CONTRACT","SMT TRANS LLC","  702","       .00","JERSEY CITY,NJ","KNOXVILLE,TN","SMTTRANS19@GMAIL.COM",
"4021514","3010-0891-0925","   3010","ASSG","09/21/25","0900","09/22/25","0030","YRODRIGUEZ","","!","17","     2,502.48","     2,800.00","          .00","       .00","      -297.52","       .00","    2","         1","V","USPS","81747329","CONTRACT","ZERO MAX INC","  786","       .00","IRVING,TX","AURORA,CO","zeromax@zeromaxinc.com",
"4021575","3010-0946-0925","   3010","ASSG","09/21/25","1000","09/21/25","1900","THOMAST","","!","17","       894.92","       750.00","          .00","       .00","       144.92","       .00","    3","         2","V","USPS","81757632","CONTRACT","TWISTED FARMS LLC","  356","       .00","PHILLIPSBURG,NJ","BUFFALO,NY","ops@TWISTEDFARMS.ORG",
"4021591","3010-0961-0925","   3010","ASSG","09/21/25","1130","09/21/25","1830","BBANUELOS","","!","17","       758.79","     1,000.00","          .00","       .00","      -241.21","       .00","    2","         1","V","USPS","81761207","CONTRACT","USA SILK WAY INC","  329","       .00","JERSEY CITY,NJ","ROCHESTER,NY","dispatch@usasilkway.com",
"4021567","3010-0938-0925","   3010","ASSG","09/21/25","1300","09/22/25","1600","BBANUELOS","","!","17","     2,294.17","     2,750.00","          .00","       .00","      -455.83","       .00","    4","         3","V","USPS","81759775","CONTRACT","VANTAGE CARRIER LLC"," 1146","       .00","IRVING,TX","NORTH CHARLESTON,SC","dispatch@vantagecarrier.com",
"4021561","3010-0932-0925","   3010","ASSG","09/21/25","1400","09/21/25","2030","BBANUELOS","","!","17","       567.63","       550.00","          .00","       .00","        17.63","       .00","    2","         1","V","USPS","81756930","CONTRACT","IQS GROUP LLC","  264","       .00","IRVING,TX","MISSOURI CITY,TX","sales@iqsgroupllc.com",
"4021622","3010-0991-0925","   3010","ASSG","09/21/25","2000","09/22/25","0415","BBANUELOS","","!","17","     1,131.11","     1,150.00","          .00","       .00","       -18.89","       .00","    3","         2","V","USPS","81766735","CONTRACT","DO NOT UPDATE TO RTS","  345","       .00","IRVING,TX","LUBBOCK,TX","DISPATCH@DEADHEADTRUCKINGLLC.COM",
"4021577","3060-0948-0925","   3060","ASSG","09/21/25","2030","09/22/25","0745","BBANUELOS","","!","17","       891.60","     1,200.00","          .00","       .00","      -308.40","       .00","    2","         1","V","USPS","81759747","CONTRACT","LOADMODE LLC","  518","       .00","IRVING,TX","NEW ORLEANS,LA","DISPATCH@LOADMODELLC.COM",
"4021612","3060-0169-0925","   3060","","09/21/25","2030","09/22/25","0400","CSIRIPHONE","","!","17","       790.00","          .00","          .00","       .00","       790.00","       .00","    2","         1","V","USPS","81764702","CONTRACT","DRIVER NOT ASSIGNED","  307","       .00","LANCASTER,PA","SPRINGFIELD,MA","",
"4021555","3010-0927-0925","   3010","ASSG","09/21/25","2130","09/22/25","0915","YRODRIGUEZ","","!","17","       990.82","     1,200.00","          .00","       .00","      -209.18","       .00","    3","         2","V","USPS","81756741","","COLIBREX INC","  519","       .00","IRVING,TX","FAYETTEVILLE,AR","dispatch@colibrexinc.net",
"4021693","3060-0873-0925","   3060","ASSG","09/21/25","2230","09/22/25","0630","YRODRIGUEZ","","!","17","       678.32","       950.00","          .00","       .00","      -271.68","       .00","    2","         1","V","USPS","81854183","CONTRACT","SHORTHORN LLC","  346","       .00","JERSEY CITY,NJ","SANDSTON,VA","dispatch@shorthorncargo.com",
"4021800","3010-1009-0925","   3010","ASSG","09/21/25","2330","09/22/25","1130","BBANUELOS","","!","17","     2,595.00","     1,126.00","          .00","       .00","     1,469.00","       .00","    2","         1","V","USPS","81861808","CONTRACT","S&D GLOBAL LLC","  484","       .00","DALLAS,TX","OLATHE,KS","info@sdgloballlc.net",
"4021974","3060-0318-0925","   3060","ASSG","09/22/25","0030","09/22/25","0915","BBANUELOS","","!","17","       654.85","       950.00","          .00","       .00","      -295.15","       .00","    2","         1","V","USPS","81866679","CONTRACT","LTL","  370","       .00","JERSEY CITY,NJ","BUFFALO,NY","DISPATCH@LTRANSL.COM",
"4021975","3060-0875-0925","   3060","","09/22/25","0030","09/22/25","0915","","","!","","       676.67","          .00","          .00","       .00","       676.67","       .00","    2","         1","V","USPS","81866659","CONTRACT","DRIVER NOT ASSIGNED","  351","       .00","JERSEY CITY,NJ","NORFOLK,VA","",
"4022201","3060-0874-0925","   3060","ASSG","09/22/25","0045","09/22/25","0615","STEPHENW","","!","17","     1,185.90","       900.00","          .00","       .00","       285.90","       .00","    2","         1","V","USPS","81848989","CONTRACT","AZIM CARGO INC","  210","       .00","SPRINGFIELD,MA","TRENTON,NJ","TEAMC@AZIMCARGO.COM",
"4021783","3060-0449-0925","   3060","ASSG","09/22/25","0100","09/22/25","0730","DISAAC","","!","17","     1,164.85","     1,150.00","          .00","       .00","        14.85","       .00","    2","         1","V","USPS","81860572","CONTRACT","ALI STAR INC","  241","       .00","SPRINGFIELD,MA","PHILADELPHIA,PA","ALISTARINCOH@GMAIL.COM",
"4021880","3060-0876-0925","   3060","ASSG","09/22/25","0100","09/22/25","0900","BBANUELOS","","!","17","       678.32","     1,200.00","          .00","       .00","      -521.68","       .00","    2","         1","V","USPS","81864533","CONTRACT","VANTAGE CARRIER LLC","  346","       .00","JERSEY CITY,NJ","SANDSTON,VA","dispatch@vantagecarrier.com",
"4022195","3060-0340-0925","   3060","ASSG","09/22/25","0100","09/22/25","0800","DISAAC","","!","17","     1,153.50","     1,050.00","          .00","       .00","       103.50","       .00","    2","         1","V","USPS","81849017","CONTRACT","JY CARRIERS LLC","  274","       .00","SPRINGFIELD,MA","HISTORIC NEW CASTLE,DE","dispatch@jycarriers.com",
"4021773","3060-0295-0925","   3060","ASSG","09/22/25","0145","09/22/25","0930","BBANUELOS","","!","17","       688.10","     1,000.00","          .00","       .00","      -311.90","       .00","    2","         1","V","USPS","81859749","CONTRACT","USA SILK WAY INC","  329","       .00","JERSEY CITY,NJ","ROCHESTER,NY","dispatch@usasilkway.com",
"4022185","3060-0877-0925","   3060","ASSG","09/22/25","0145","09/22/25","0800","STEPHENW","","!","17","     1,169.70","       950.00","          .00","       .00","       219.70","       .00","    2","         1","V","USPS","81848951","CONTRACT","AZIM CARGO INC","  241","       .00","SPRINGFIELD,MA","BELLMAWR,NJ","TEAMC@AZIMCARGO.COM",
"4022216","3060-0353-0925","   3060","ASSG","09/22/25","0145","09/22/25","1100","TJEU","","!","17","     1,217.05","     1,200.00","          .00","       .00","        17.05","       .00","    3","         2","V","USPS","81855169","CONTRACT","LOADMODE LLC","  348","       .00","SPRINGFIELD,MA","LINTHICUM HEIGHTS,MD","DISPATCH@LOADMODELLC.COM",
"4029365","3060-0750-0925","   3060","ASSG","09/22/25","0230","09/22/25","2215","BBANUELOS","","!","17","     1,705.90","     2,000.00","          .00","       .00","      -294.10","       .00","    3","         2","V","USPS","83075449","CONTRACT","VANTAGE CARRIER LLC","  889","       .00","LOUISVILLE,KY","SPRINGFIELD,MA","dispatch@vantagecarrier.com",
"4038862","3060-0984-0925","   3060","","09/22/25","0315","09/22/25","1845","","","!","","     2,390.00","          .00","          .00","       .00","     2,390.00","       .00","    4","         3","V","USPS","84894230","SPOT","DRIVER NOT ASSIGNED","  552","       .00","LOS ANGELES,CA","RENO,NV","",
"4021682","3060-0160-0925","   3060","ASSG","09/22/25","0330","09/22/25","0915","BBANUELOS","","!","17","       720.00","       775.00","          .00","       .00","       -55.00","       .00","    2","         1","V","USPS","81850842","CONTRACT","TOP CARGO LLC","  248","       .00","JERSEY CITY,NJ","DULLES,VA","topcargo2014@gmail.com",
"4021694","3060-0278-0925","   3060","ASSG","09/22/25","0330","09/22/25","0900","DISAAC","","!","17","       740.70","       767.00","          .00","       .00","       -26.30","       .00","    2","         1","V","USPS","81854242","CONTRACT","AZIM CARGO INC","  220","       .00","JERSEY CITY,NJ","WASHINGTON,DC","teamb@azimcargo.com",
"4021882","3060-0748-0925","   3060","ASSG","09/22/25","0330","09/22/25","1200","BBANUELOS","","!","17","       850.00","     1,000.00","          .00","       .00","      -150.00","       .00","    2","         1","V","USPS","81864559","CONTRACT","LTL","  396","       .00","FLUSHING,NY","WARRENDALE,PA","dispatch@ltransl.com",
"4038868","3060-0985-0925","   3060","","09/22/25","0330","09/23/25","0600","","","!","","     4,190.00","          .00","          .00","       .00","     4,190.00","       .00","    4","         3","V","USPS","84895758","SPOT","DRIVER NOT ASSIGNED"," 1083","       .00","LOS ANGELES,CA","ALBUQUERQUE,NM","",
"4021723","3060-0332-0925","   3060","ASSG","09/22/25","0345","09/22/25","0915","YRODRIGUEZ","","!","17","       732.30","       800.00","          .00","       .00","       -67.70","       .00","    2","         1","V","USPS","81857042","CONTRACT","COLIBREX INC","  238","       .00","JERSEY CITY,NJ","MERRIFIELD,VA","dispatch@colibrexinc.net",
"4021692","3060-0878-0925","   3060","ASSG","09/22/25","0400","09/22/25","0900","STEPHENW","","!","17","       761.32","       825.00","          .00","       .00","       -63.68","       .00","    2","         1","V","USPS","81854275","CONTRACT","DDA LOGISTICS INC","  190","       .00","JERSEY CITY,NJ","PROVIDENCE,RI","dwayne@ddalogistics.com",
"4021667","3060-0139-0925","   3060","ASSG","09/22/25","0430","09/22/25","0900","BBANUELOS","","!","17","       734.62","       720.00","          .00","       .00","        14.62","       .00","    2","         1","V","USPS","81846031","CONTRACT","VANTAGE CARRIER LLC","  189","       .00","JERSEY CITY,NJ","SHREWSBURY,MA","dispatch@vantagecarrier.com",
"4023358","3010-0002-0925","   3010","ASSG","09/22/25","0430","09/23/25","0245","BBANUELOS","","!","17","     1,729.00","     2,100.00","          .00","       .00","      -371.00","       .00","    2","         1","V","USPS","81848047","CONTRACT","SMT TRANS LLC"," 1119","       .00","FLUSHING,NY","URBANDALE,IA","SMTTRANS19@GMAIL.COM",
"4021683","3060-0126-0925","   3060","ASSG","09/22/25","0600","09/23/25","0330","BBANUELOS","","!","17","     1,393.65","     1,850.00","          .00","       .00","      -456.35","       .00","    2","         1","V","USPS","81850861","CONTRACT","SMT TRANS LLC"," 1116","       .00","FLUSHING,NY","MEMPHIS,TN","SMTTRANS19@GMAIL.COM",
"4021976","3060-0746-0925","   3060","ASSG","09/22/25","0630","09/22/25","1145","BBANUELOS","","!","17","       733.92","       750.00","          .00","       .00","       -16.08","       .00","    2","         1","V","USPS","81866677","CONTRACT","LTL","  241","       .00","JERSEY CITY,NJ","NASHUA,NH","DISPATCH@LTRANSL.COM",
"4036001","3957-0091-0925","   3957","ASSG","09/22/25","0630-1300","09/24/25","0800-1500","","","N","17","     2,150.00","     1,700.00","          .00","       .00","       428.50","       .00","    2","    43,000","F","VESTAS AMERICAN WIND TECH.","","SPOT","RMB TRANSPORTATION","  941","       .00","BRIGHTON,CO","MINONK,IL","RMBTRANSPORTATION@GMAIL.COM",
"4036002","3957-0092-0925","   3957","ASSG","09/22/25","0630-1300","09/24/25","0800-1500","","","N","17","     2,150.00","     1,700.00","          .00","       .00","       428.50","       .00","    2","    43,000","F","VESTAS AMERICAN WIND TECH.","","SPOT","ULA TRANS INC","  941","       .00","BRIGHTON,CO","MINONK,IL","ALEX@ULATRANS.COM",
"4036003","3957-0093-0925","   3957","ASSG","09/22/25","0630-1300","09/24/25","0800-1500","","","N","17","     2,150.00","     1,600.00","          .00","       .00","       528.50","       .00","    2","    43,000","F","VESTAS AMERICAN WIND TECH.","","SPOT","CEDAREL TRUCKING LLC","  941","       .00","BRIGHTON,CO","MINONK,IL","CEDARELTRUCKINGLLC@GMAIL.COM",
"4036004","3957-0094-0925","   3957","ASSG","09/22/25","0630-1300","09/24/25","0800-1500","","","N","17","     2,150.00","     1,700.00","          .00","       .00","       428.50","       .00","    2","    43,000","F","VESTAS AMERICAN WIND TECH.","","SPOT","VOLTEX INC","  941","       .00","BRIGHTON,CO","MINONK,IL","dispatch@voltexinc.com",
"4036005","3957-0095-0925","   3957","ASSG","09/22/25","0630-1300","09/24/25","0800-1500","","","N","17","     2,150.00","     1,700.00","          .00","       .00","       428.50","       .00","    2","    43,000","F","VESTAS AMERICAN WIND TECH.","","SPOT","SIDNEY L SMITH INC","  941","       .00","BRIGHTON,CO","MINONK,IL","sidneysmithinc@gmail.com",
"4036006","3957-0096-0925","   3957","ASSG","09/22/25","0630-1300","09/24/25","0800-1500","","","N","17","     2,250.00","     1,650.00","          .00","       .00","       577.50","       .00","    2","    43,000","F","VESTAS AMERICAN WIND TECH.","","SPOT","MICHAEL ZAVALA","  941","       .00","BRIGHTON,CO","MINONK,IL","dispatchmandg@gmail.com",
"4036007","3957-0097-0925","   3957","ASSG","09/22/25","0630-1300","09/24/25","0800-1500","","","N","17","     2,250.00","     1,700.00","          .00","       .00","       528.50","       .00","    2","    43,000","F","VESTAS AMERICAN WIND TECH.","","SPOT","SVB EXPRESS","  941","       .00","BRIGHTON,CO","MINONK,IL","dispatch@svbexpressinc.net",
"4021724","3010-1003-0925","   3010","ASSG","09/22/25","0700","09/23/25","0400","YRODRIGUEZ","","!","17","     1,389.54","     1,700.00","          .00","       .00","      -310.46","       .00","    3","         2","V","USPS","81857105","CONTRACT","PARS TRANSPORTATION IN"," 1075","       .00","IRVING,TX","AVONDALE,AZ","dispatch@parstransportationinc.com",
"4027287","3011-0115-0925","   3011","DISP","09/22/25","0700","09/25/25","1100","CPARMAN","","N","","     2,685.00","     2,800.00","     2,600.00","  2,700.00","      -115.00","       .00","    2","    44,287","R","DAWN FOODS PRODUCTS","195558950","CONTRACT","SHERGILL BROS INC"," 1592","       .00","LOUISVILLE,KY","SALT LAKE CITY,UT","sgbros3232@gmail.com",
"4033192","3010-0011-0925","   3010","","09/22/25","0700","09/22/25","1400","","","!","17","     1,521.00","          .00","          .00","       .00","     1,521.00","       .00","    2","         1","V","USPS","83546745","OTHER","DRIVER NOT ASSIGNED","  414","       .00","SPOKANE,WA","BOISE,ID","",
"4015623","4242-0004-0925","   4242","OPEN","09/22/25","0700-1700","09/24/25","0800","","","N","","     1,409.00","          .00","          .00","       .00","     1,409.00","       .00","    2","    43,890","V","LITTLE CAESARS","1242851","","DRIVER NOT ASSIGNED","  856","       .00","BILLINGS,MT","LACEY,WA","",
"4031552","3011-0152-0925","   3011","DISP","09/22/25","0700-1800","09/23/25","1030","CPARMAN","","N","","       759.00","       650.00","       600.00","    650.00","       109.00","       .00","    2","    44,370","V","DAWN FOODS PRODUCTS","195628174","CONTRACT","NFL LOGISTICS LLC","  350","       .00","PLAINVIEW,TX","GARLAND,TX","NFLLOGISTICS2009@GMAIL.COM",
"4031553","3011-0153-0925","   3011","DISP","09/22/25","0700-1800","09/23/25","1030","CPARMAN","","N","","       759.00","       650.00","       600.00","    650.00","       109.00","       .00","    2","    44,030","V","DAWN FOODS PRODUCTS","195628173","CONTRACT","NFL LOGISTICS LLC","  350","       .00","PLAINVIEW,TX","GARLAND,TX","NFLLOGISTICS2009@GMAIL.COM",
"4021877","3060-0141-0925","   3060","ASSG","09/22/25","0800","09/22/25","1300","BBANUELOS","","!","17","       734.62","       800.00","          .00","       .00","       -65.38","       .00","    2","         1","V","USPS","81864597","CONTRACT","SMT TRANS LLC","  189","       .00","JERSEY CITY,NJ","SHREWSBURY,MA","SMTTRANS19@GMAIL.COM",
"4021695","3060-0219-0925","   3060","ASSG","09/22/25","0830","09/22/25","1230","BBANUELOS","","!","17","       775.87","       750.00","          .00","       .00","        25.87","       .00","    2","         1","V","USPS","81854245","CONTRACT","VANTAGE CARRIER LLC","  158","       .00","JERSEY CITY,NJ","SPRINGFIELD,MA","dispatch@vantagecarrier.com",
"4021725","3060-0747-0925","   3060","ASSG","09/22/25","0830","09/22/25","1345","BBANUELOS","","!","17","       733.92","       750.00","          .00","       .00","       -16.08","       .00","    2","         1","V","USPS","81857106","CONTRACT","LTL","  241","       .00","JERSEY CITY,NJ","NASHUA,NH","DISPATCH@LTRANSL.COM",
"4033171","3010-0009-0925","   3010","","09/22/25","0830","09/22/25","1500","","","!","","     1,521.00","          .00","          .00","       .00","     1,521.00","       .00","    2","         1","V","USPS","83523061","OTHER","DRIVER NOT ASSIGNED","  414","       .00","SPOKANE,WA","BOISE,ID","",
"4022190","3010-0114-0925","   3010","ASSG","09/22/25","0900","09/23/25","0030","YRODRIGUEZ","","!","17","     2,502.48","     2,800.00","          .00","       .00","      -297.52","       .00","    2","         1","V","USPS","81851502","CONTRACT","ZERO MAX INC","  786","       .00","IRVING,TX","AURORA,CO","zeromax@zeromaxinc.com",
"4028140","3011-0124-0925","   3011","OPEN","09/22/25","0900","09/24/25","1230","BSIRIPHONE","","N","","     1,823.00","     1,900.00","     1,900.00","  2,000.00","       -77.00","       .00","    2","    41,731","VR","DAWN FOODS PRODUCTS","195549284","CONTRACT","DRIVER NOT ASSIGNED"," 1330","       .00","DENVER,CO","FIFE,WA","",
"4021789","3010-1008-0925","   3010","","09/22/25","1000","09/22/25","1900","","","!","","       894.92","          .00","          .00","       .00","       894.92","       .00","    3","         2","V","USPS","81861414","CONTRACT","DRIVER NOT ASSIGNED","  356","       .00","PHILLIPSBURG,NJ","BUFFALO,NY","",
"4028139","3011-0123-0925","   3011","OPEN","09/22/25","1000","09/25/25","0900","BSIRIPHONE","","N","","     2,600.00","     2,500.00","     2,500.00","  2,600.00","       100.00","       .00","    2","    43,726","VR","DAWN FOODS PRODUCTS","195549293","CONTRACT","DRIVER NOT ASSIGNED"," 1764","       .00","DENVER,CO","PISCATAWAY,NJ","",
"4033085","3011-0171-0925","   3011","OPEN","09/22/25","1000","09/25/25","1200","BSIRIPHONE","","N","","     2,712.00","     2,700.00","     2,700.00","  2,800.00","        12.00","       .00","    2","    43,270","VR","DAWN FOODS PRODUCTS","195608245","CONTRACT","DRIVER NOT ASSIGNED"," 1992","       .00","JACKSON,MI","PHOENIX,AZ","",
"4033193","3010-0068-0925","   3010","","09/22/25","1000","09/22/25","1600","","","!","","     1,521.00","          .00","          .00","       .00","     1,521.00","       .00","    2","         1","V","USPS","83523034","OTHER","DRIVER NOT ASSIGNED","  414","       .00","SPOKANE,WA","BOISE,ID","",
"4027821","3011-0120-0925","   3011","DISP","09/22/25","1130","09/22/25","1400-1600","CPARMAN","","N","","       495.00","       325.00","       350.00","    350.00","       170.00","       .00","    2","    43,835","V","DAWN FOODS PRODUCTS","195578966","CONTRACT","LOVE IS THE CURE TRUCK","   24","       .00","CLIFTON,NJ","LINDEN,NJ","oxd153@gmail.com",
"4033194","3010-0086-0925","   3010","","09/22/25","1130","09/22/25","1700","","","!","","     1,521.00","          .00","          .00","       .00","     1,521.00","       .00","    2","         1","V","USPS","83546747","OTHER","DRIVER NOT ASSIGNED","  414","       .00","SPOKANE,WA","BOISE,ID","",
"4017050","3011-0045-0925","   3011","OPEN","09/22/25","1200","09/23/25","1300","BSIRIPHONE","","N","","     1,624.59","          .00","     1,500.00","  1,600.00","     1,624.59","       .00","    2","    41,320","VR","DAWN FOODS PRODUCTS","195205484","CONTRACT","DRIVER NOT ASSIGNED","  698","       .00","LOUISVILLE,KY","SWEDESBORO,NJ","",
"4030987","3011-0137-0925","   3011","OPEN","09/22/25","1200","09/24/25","1100","BSIRIPHONE","","N","","     1,250.00","     1,000.00","     1,000.00","  1,100.00","       250.00","       .00","    2","    43,478","VR","DAWN FOODS PRODUCTS","195671177","CONTRACT","DRIVER NOT ASSIGNED"," 1276","       .00","DENVER,CO","UNION CITY,CA","",
"4031607","3011-0156-0925","   3011","DISP","09/22/25","1200","09/23/25","0700","CPARMAN","","N","","       938.00","     1,000.00","       800.00","    800.00","       -62.00","       .00","    2","    43,809","VR","DAWN FOODS PRODUCTS","195549309","CONTRACT","AMERICAN VM TRANSPORT","  271","       .00","JACKSON,MI","LAKE CITY,PA","DISPATCH@AVMTRANSPORT.COM",
"4022250","3010-0029-0925","   3010","ASSG","09/22/25","1300","09/23/25","1600","BBANUELOS","","!","17","     2,294.17","     2,750.00","          .00","       .00","      -455.83","       .00","    4","         3","V","USPS","81862216","CONTRACT","VANTAGE CARRIER LLC"," 1146","       .00","IRVING,TX","NORTH CHARLESTON,SC","dispatch@vantagecarrier.com",
"4022586","3011-0092-0925","   3011","DISP","09/22/25","1300","09/23/25","1200","CPARMAN","","N","","     1,037.87","       900.00","       800.00","    900.00","       137.87","       .00","    2","    43,745","R","DAWN FOODS PRODUCTS","195387351","CONTRACT","TRANS HAULERS GROUP IN","  583","       .00","LOUISVILLE,KY","BRAMPTON,ON","transhaulersgroup@gmail.com",
"4031046","3011-0139-0925","   3011","DISP","09/22/25","1300","09/23/25","1030","CPARMAN","","N","","     1,580.00","     1,600.00","     1,500.00","  1,600.00","       -20.00","       .00","    2","    43,809","VR","DAWN FOODS PRODUCTS","195549304","CONTRACT","USA FREIGHT CARRIER LL","  622","       .00","JACKSON,MI","PISCATAWAY,NJ","usafreight66@gmail.com",
"4031560","3011-0155-0925","   3011","DISP","09/22/25","1330","09/23/25","0900","CPARMAN","","N","","       938.00","     1,000.00","       800.00","    800.00","       -62.00","       .00","    2","    43,815","VR","DAWN FOODS PRODUCTS","195491065","CONTRACT","AMERICAN VM TRANSPORT","  273","       .00","JACKSON,MI","LAKE CITY,PA","DISPATCH@AVMTRANSPORT.COM",
"4022233","3010-0209-0925","   3010","ASSG","09/22/25","1400","09/22/25","2030","BBANUELOS","","!","17","       567.63","       550.00","          .00","       .00","        17.63","       .00","    2","         1","V","USPS","81859729","CONTRACT","IQS GROUP LLC","  264","       .00","IRVING,TX","MISSOURI CITY,TX","sales@iqsgroupllc.com",
"4022302","3011-0079-0925","   3011","DISP","09/22/25","1500","09/23/25","0900","CPARMAN","","N","","       800.00","       700.00","       600.00","    650.00","       100.00","       .00","    2","    41,950","R","DAWN FOODS PRODUCTS","195385970","CONTRACT","KB TRUCKING INC","  265","       .00","FORT WORTH,TX","HOUSTON,TX","truckingkb@gmail.com",
"4022381","3011-0084-0925","   3011","OPEN","09/22/25","1500","09/23/25","0900","CPARMAN","","N","","       940.00","          .00","       775.00","    775.00","       940.00","       .00","    2","    42,952","VR","DAWN FOODS PRODUCTS","195387421","CONTRACT","DRIVER NOT ASSIGNED","  340","       .00","LOUISVILLE,KY","SPRINGFIELD,IL","",
"4016432","3011-0032-0925","   3011","DISP","09/22/25","2000","09/23/25","0900","CPARMAN","","N","","       800.00","       700.00","       600.00","    650.00","       100.00","       .00","    2","    41,950","R","DAWN FOODS PRODUCTS","195186202","CONTRACT","KB TRUCKING INC","  265","       .00","FORT WORTH,TX","HOUSTON,TX","TRUCKINGKB@GMAIL.COM",
"4023597","3060-0381-0925","   3060","ASSG","09/22/25","2000","09/23/25","0415","BBANUELOS","","!","17","       790.00","       950.00","          .00","       .00","      -160.00","       .00","    2","         1","V","USPS","81965059","CONTRACT","CARAVAN FREIGHT","  307","       .00","LANCASTER,PA","SPRINGFIELD,MA","operations@caravanfreight.net",
"3995316","4242-0032-0825","   4242","DISP","09/22/25","2030","09/23/25","0400","TJEU","","N","17","       852.97","       700.00","          .00","       .00","       152.97","       .00","    2","    42,497","R","LITTLE CAESARS","1238541","","TRIPLE R TRANSPORTATIO","  199","       .00","TULARE,CA","ANAHEIM,CA","laurarrrtrans@ocsnet.net",
"4022000","3011-0075-0925","   3011","DISP","09/22/25","2030","09/23/25","0600","CPARMAN","","N","","       495.00","       400.00","       300.00","    350.00","        95.00","       .00","    2","    43,945","V","DAWN FOODS PRODUCTS","195377096","CONTRACT","LOVE IS THE CURE TRUCK","   40","       .00","CLIFTON,NJ","PISCATAWAY,NJ","oxd153@gmail.com",
"4022275","3060-0380-0925","   3060","ASSG","09/22/25","2030","09/23/25","0400","BBANUELOS","","!","17","       790.00","       950.00","          .00","       .00","      -160.00","       .00","    2","         1","V","USPS","81866466","CONTRACT","CARAVAN FREIGHT","  307","       .00","LANCASTER,PA","SPRINGFIELD,MA","operations@caravanfreight.net",
"4022199","3010-0161-0925","   3010","ASSG","09/22/25","2045","09/24/25","0800","BBANUELOS","","!","17","     3,755.98","     4,300.00","          .00","       .00","      -544.02","       .00","    2","         1","V","USPS","81849852","CONTRACT","VANTAGE CARRIER LLC"," 1887","       .00","SPRINGFIELD,MA","AURORA,CO","dispatch@vantagecarrier.com",
"4022280","3010-0013-0925","   3010","ASSG","09/22/25","2100","09/23/25","0500","YRODRIGUEZ","","!","17","     1,208.88","       800.00","          .00","       .00","       408.88","       .00","    2","         1","V","USPS","81865512","CONTRACT","COLIBREX INC","  344","       .00","SANDSTON,VA","JERSEY CITY,NJ","dispatch@colibrexinc.net",
"4023359","3010-0008-0925","   3010","","09/22/25","2100","09/23/25","2345","","","!","","     1,964.85","          .00","          .00","       .00","     1,964.85","       .00","    2","         1","V","USPS","81845975","CONTRACT","DRIVER NOT ASSIGNED"," 1251","       .00","SALT LAKE CITY,UT","IRVING,TX","",
"3995317","4242-0033-0825","   4242","DISP","09/22/25","2130","09/23/25","0500","TJEU","","N","17","       852.97","       700.00","          .00","       .00","       152.97","       .00","    2","    41,738","R","LITTLE CAESARS","1238539","","TRIPLE R TRANSPORTATIO","  199","       .00","TULARE,CA","ANAHEIM,CA","laurarrrtrans@ocsnet.net",
